id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,has_scored,sentiment_score
4724470710009886,LagAT02zs,6323243015,月老肖大姐,#女权#自我认知是一个人最核心的能力L月老肖大姐的微博视频,,,,女权,1,0,10,2022-01-11 15:10,微博视频号,,"http://f.video.weibocdn.com/o0/xj3TU77plx07SSsw2E5i01041200fsRu0E010.mp4?label=mp4_720p&template=720x1280.24.0&trans_finger=0dec003e4dad885964301ff5a1db7715&ori=0&ps=1BVp4ysnknHVZu&Expires=1673013258&ssig=hGHaH4Mw4n&KID=unistore,video",,True,0.9638662927616445
4724432763356568,LafBGe5cc,5494815242,咚咚锵咚嘀嘀哒,图12是原贴，3是微博女评论区的仙女三观？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？请用微博的人告诉我这只是个别现象#女权##性别歧视##普信男普言普语##普信男##两性情感#,,,,"女权,性别歧视,普信男普言普语,普信男,两性情感",0,1,0,2022-01-11 12:40,OPPO Find X2,"['https://wx1.sinaimg.cn/large/005ZRGsigy1gy9moziy50j30u01gxjyp.jpg', 'https://wx4.sinaimg.cn/large/005ZRGsigy1gy9mp03foij30u01fqjyn.jpg', 'https://wx3.sinaimg.cn/large/005ZRGsigy1gy9mp0kp7zj30u01t0tgq.jpg']",,,True,0.9940430009543416
4724429697583874,LafwJvOUy,7653510814,叫我青萝,#紫丝带##紫丝带妈妈##我当作家那些年#广告设计作家#女权##去年我国出生率跌破1%#心理学@紫丝带妈妈官方微博@-禾因-@洋葱信条这是我在一个文创接单群发表想法其他男性抨击我的聊天记录已经不是第一次因为婚恋和性别对立发生三观对立冲突了每一次都是我挑起的……这些大部分都还是全职或者兼职所有收入加起来月收入过万的作者所以现在女性的社会地位真的好低尤其是结婚的、长得不够漂亮的、学历不够高的、已经年老色衰的又没有稳定工作的，除了在家伺候一家老少无法自己独立的所有女性这就是当今婚恋社会吗？,,柳州·千荷园,"紫丝带妈妈官方微博,-禾因-,洋葱信条","紫丝带,紫丝带妈妈,我当作家那些年,女权,去年我国出生率跌破1%",0,0,1,2022-01-11 12:27,OPPO Reno5 Pro 5G,"['https://wx1.sinaimg.cn/large/008lXlMOgy1gy9m8zo6o9j30lp1czwh4.jpg', 'https://wx4.sinaimg.cn/large/008lXlMOgy1gy9m97591rj30jd1cztbh.jpg']",,,True,0.9999999999999816
4724412131053813,Laf4p4q8Z,6200925661,南拳大叔2022,#女权##婚姻价值主内何时不再被主外遮蔽#离婚财产分割时“有利女方”不只是原则。,,,,"女权,婚姻价值主内何时不再被主外遮蔽",6,1,13,2022-01-11 11:18,HUAWEI P40 Pro+ 5G,['https://wx1.sinaimg.cn/large/006LEs21ly1gy9kc181odj30g40snjuy.jpg'],,,True,0.9787077210452674
4723886992655328,La1ppb8LS,1621055330,狂奔的瓜瓤,《独行的女孩》看了小爱豆的几个视频判断对方喜欢的女生类型是「甜妹」于是今天报复性地扎了俩小辫子出门照镜子的时候晃晃脑袋发现辫子会一抖一抖的可爱的部分却仅限于发型没能延伸到我自己身上可能不管外貌怎么伪装我也明白自己不是那种心地善良用爱包容一切的女孩我不是可爱这件事与我无关我的一颦一笑之间除了呆滞似乎没有别的东西即使我故作轻松我也无法做到满不在乎努力装作跟人群热络不过是不希望被甩下可是真的要我主动伸手去邀请别人和我一起玩时我又很怕被拒绝因为我觉得我大概不是一个最佳玩伴也不是谁的第一选择在黑天半夜里回宿舍的路上我想做个独行侠也可以活着吧这个世界应该允许各式各样的人存在大多数人的生活方式不代表就是正确的生活方式吧我也不能因为自己是少数人就觉得自己不正常女孩女人除了要在世界里奋战还要时刻保持警惕不被性别约束喜好不被性别绑架言行不被性别操弄命运#诗歌##随笔##女权#,,,,"诗歌,随笔,女权",0,0,2,2022-01-10 00:31,人类观察员Android,,,,True,0.99999999999979
4723863378199413,La0Njyp2B,5674080334,布袋书品,理性的人一向被假定为自私的、相互隔离的、无情感的行为者，而女权主义理论则做出了另一种假设，它假设人是相互连结的、利他的、有情感的。女权主义还用交换理论解释男女两性之间的不平等：男性占有了份额较女性大得多的政治、经济、文化和知识资源。#女权#,,,,女权,3,0,3,2022-01-09 22:57,小米10,,,,True,0.9999999997821709
4723855501822358,La0AC7E4S,2146540634,白先生的猫儿,#如何看待汉字污名化#论文选了这个题目，想收集一些数据，求求走过路过的好人花一分钟帮忙填个问卷🙏#女权##女性视角#,,,,"如何看待汉字污名化,女权,女性视角",0,2,0,2022-01-09 22:26,iPhone客户端,['https://wx1.sinaimg.cn/large/7ff19c5aly1gy7sel41q2j20hs0tojv1.jpg'],,,True,0.7487531602693324
4723527423100672,L9S3sd0CQ,7545186738,宝儿姐影视菌,身不得男儿列，心却比男儿烈！永远的鉴湖女侠#女权#历史#泪目L宝儿姐影视菌的微博视频,,,,女权,0,0,0,2022-01-09 00:42,微博视频号,,"http://f.video.weibocdn.com/u0/iQ2ImPv2gx07SOj6Ukb601041200m6Ux0E010.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=775cb0ab963a74099cf9f840cd1987f1&ori=0&ps=1BVp4ysnknHVZu&Expires=1673013277&ssig=k5%2FMsf%2Fjcr&KID=unistore,video",,True,0.7326065310816483
4723474880270061,L9QGI18fP,2694914413,贤净阿弥陀佛,#女权#有时我想如果当年女皇武则天将皇位传给太平公主会怎样，会不会开启一个女权社会？太平公主也是一位女政治家，相信在她治理下国家应该不会差。,,,,女权,0,0,1,2022-01-08 21:13,iPhone客户端,,,,True,0.7145201783661694
4723299180873729,L9M7k3Fip,7425617619,dejauv2638,#西安作协主席回应批索要卫生巾女子矫情##女权#别搞男女分裂行不，作家是批评女生捏造事实的行为，可没批评女生来姨妈的行为,,,,"西安作协主席回应批索要卫生巾女子矫情,女权",0,0,0,2022-01-08 09:35,HUAWEI Mate 40 Pro,,,,True,3.992344035252948e-06
4723263919883219,L9LcrFt4L,5870007528,西是珍宝,#女权#介绍一个词:“利益冲突”，通俗点说就是掌握一定职权资源的人存在以权谋私的风险。如果某些人真的具有女权职能或者影响力，请注意“利益冲突”，不要用女权影响力去追星，这是一种隐性犯罪，还触犯了道德底线。某女星粉丝以女权私用，这种行为值得社会警惕。,,,,女权,5,5,34,2022-01-08 07:15,HUAWEI Mate 20 Pro,,,,True,0.9999993588645084
4722790580094566,L9yT00oBg,1442766210,江湖骗子666,#女权##保障妇女权益必须上升为国家意志#,,,,"女权,保障妇女权益必须上升为国家意志",0,0,0,2022-01-06 23:54,iPhone客户端,"['https://wx3.sinaimg.cn/large/55fedd82ly1gy4e48njo3j20v91vo46f.jpg', 'https://wx4.sinaimg.cn/large/55fedd82ly1gy4e48va0xj20v91vodmp.jpg', 'https://wx2.sinaimg.cn/large/55fedd82ly1gy4e48tbb7j20v91vogye.jpg', 'https://wx4.sinaimg.cn/large/55fedd82ly1gy4e48pbpgj20v91vo76m.jpg', 'https://wx3.sinaimg.cn/large/55fedd82ly1gy4e48ntrwj20v91vodi6.jpg']",,,True,0.8705670103089634
4722761195326637,L9y7BmlHv,2669216313,-李未来-,#女权##保障妇女权益必须上升为国家意志#六七十年代的男人都懂的道理，现在的男人只会装傻充愣。社会已经倒退到如此地步。真破大防。,,,,"女权,保障妇女权益必须上升为国家意志",0,2,0,2022-01-06 21:57,iPhone客户端,"['https://wx3.sinaimg.cn/large/9f190239gy1gy4ah8n56gj20n01ds4qp.jpg', 'https://wx2.sinaimg.cn/large/9f190239gy1gy4ahoao2ej20n01ds4qp.jpg', 'https://wx1.sinaimg.cn/large/9f190239gy1gy4aguot6ej20n01ds4qp.jpg', 'https://wx1.sinaimg.cn/large/9f190239gy1gy4ahpdttij20tz0swmzy.jpg']",,,True,0.4886686922831156
4722751325602936,L9xRGnvzW,5639987398,阳橙是混子,旅行者们要团结一起来，我们要做米忽悠结实的护盾打到我们的敌人@原神原神#女权##中国女拳王回应社会偏见##原神#L阳橙是混子的微博视频,,,原神,"女权,中国女拳王回应社会偏见,原神",0,0,1,2022-01-06 21:18,微博视频号,,"http://f.video.weibocdn.com/u0/M33UtNVvgx07SKTjBXaU0104120039df0E010.mp4?label=mp4_720p&template=720x1280.24.0&trans_finger=0dec003e4dad885964301ff5a1db7715&ori=0&ps=1BVp4ysnknHVZu&Expires=1673013308&ssig=SZUCqTRfKj&KID=unistore,video",,True,0.9665990250584114
4722540934858117,L9solknOJ,3899867171,山野清风,她，才是真正的女性觉醒之先声，才是真正的#女权#运动之先驱。O明德先生｜这才是女权！,,,,女权,0,0,4,2022-01-06 07:22,HUAWEI Mate 30 5G,"['https://wx2.sinaimg.cn/large/e8734023gy1gy3lg20zd2j208w0dc75s.jpg', 'https://wx3.sinaimg.cn/large/e8734023gy1gy3lg2e7mgj20a50go75n.jpg']",,,True,0.022267204649981998
4722495850283141,L9rdD1bEN,7452018925,NOYAzaza,是女权主义者，也是原神老玩家了，现在就是整个无语又混乱，真的是完全懵住了，一边是我所追求的，一边是我钟情的，一边给我希望，一边给我激情。真希望这事能有个合理的解决方法吧，，，，#原神##女权#还有不要所有错都推给女权主义者好吗？一些真裹脑的在评论去里胡闹乱吠几句，立马又来一个大聪明在底下骂上一句女拳，这下好了，起了个好头，原神玩家可算寻着“罪魁祸首”，好一口大锅结结实实扣女权身上，希望大家和谐冲浪，有人说我理中客，哪有了，我倒是也希望能直直倒向一边，可能吗？,,,,"原神,女权",0,1,1,2022-01-06 04:23,vivo S7t轻薄自拍旗舰,,,,True,0.0024535773491070056
4722395422392965,L9oBEa2wd,5694855118,血樱坠落时,#女权#原神那些个举报/支持举报原神的母牛马快来和👴对线，👴就算不能对你发动麒麟弓，也可以让你知道人权男人有女人有，母牲口没有,,,,女权,0,0,2,2022-01-05 21:44,iPhone客户端,,,,True,0.9987963253853669
4722390154873129,L9ot9krIR,1854269863,打不打耳洞,#女本位##女权##教育##性骚扰##我国人口结构趋势#很多懵懵懂懂的女性总是说男人不好是个别的现象，你睁大眼睛看看这些普通男性在要求什么？他们觉得普通女性的地位就应该在普通男性之下；他们觉得自己成年了没有性就是性匮乏，而这不是他自己没有魅力造成的，这是女性造成的。他们喜欢聊欧美，那么我们过两天就聊聊欧美,,,,"女本位,女权,教育,性骚扰,我国人口结构趋势",0,0,1,2022-01-05 21:23,HUAWEI P20 Pro,"['https://wx3.sinaimg.cn/large/6e85e9a7gy1gy33sm96rwj20o0160mzy.jpg', 'https://wx3.sinaimg.cn/large/6e85e9a7gy1gy33sngq2nj20u00ea75i.jpg']",,,True,0.9999999923056134
4722382469595549,L9ogKEgeV,6769816780,八卦炉里的砖头精,@原神#如何看待原神调整部分角色外观##女权#不是唉举报吗？现实中穿的比谁都露，抖音快手一堆扭腰扭屁股的，还有空降的，说游戏二次元色，侮辱女性，什么狗屁公正，真双标，女拳mu🐶自己叫的。😅😅😅😅😅,,,原神,"如何看待原神调整部分角色外观,女权",0,0,0,2022-01-05 20:53,iQOO Neo5 生而为赢,['https://wx4.sinaimg.cn/large/007o9sBely1gy337sruuwj30gf0zkmze.jpg'],,,True,0.17354250891570766
4722346282453007,L9nkoai8D,7652668247,情书12198,搞不懂一些女的，自己在现实中穿得跟个🐔一样说穿衣自由。游戏里就说低俗、媚宅。咋滴自己长得没纸片人好看伤到你的自尊心了#原神##女权#,,,,"原神,女权",1,1,2,2022-01-05 18:29,iQOO Neo5 生而为赢,,,,True,0.01595322186150261
4722247531237184,L9kL75bQA,6656121618,狂神刻帝,我说你们搞女权的我不管你们女权至上也好还是男女平等也罢你们怎么搞咱不管但至少要做到井水不犯河水吧每个圈子都有每个圈子的规则你们能不能别动不动的就来游戏圈你搞你的女权主义井水不犯河水又不是不懂人最低的素质与品质你们得有吧真的希望你们能把你们的手从游戏圈里抽出来你们搞你们的女权主义但不要影响了别的圈子还有那些说游戏对孩子不好的和说手机就是现代鸦片的手机害了自己孩子的摸着良心自问一下你们有好好的管过吗刚开始让孩子接触到手机的时候你们觉得问题不大你们不管现在知道手机害了你孩子了又管不了你说你很忙对大家都很忙那为什么别人就能管得好好的而你就不行呢所以别扯那些有的没的还请在自己身上找原因以上只是为了避免你们说手机游戏不好的来反驳我做的一些小小的措施言归正传你们要搞女权没问题还请不要影响到别的圈子好吗至少现在游戏圈子已经被你们影响到了我才在这里说的大家都尊重一下彼此别把小事搞成大事了不然到时候又是一场网战到时候外国网友们又来看我们的笑话了所以还请诸位女权做到井水不犯河水谢谢这个要求不过分吧#女权##女权主义##闫妮式女权至上##成为女权主义者#,,,,"女权,女权主义,闫妮式女权至上",0,1,2,2022-01-05 11:56,荣耀X10 5G,,,,True,1.411759598113349e-12
4722076403632545,L9gj6feZr,6543215405,diao3944,中国的社会不应该有女权，男权这些东西，有的应该只有男女平权。#田园女拳##男权##女权#,,,,"田园女拳,男权,女权",0,0,1,2022-01-05 00:36,黑鲨4,,,,True,0.8900972517238196
4722028890292683,L9f4t1e8H,5494925308,做人不要太BBC,#女权##女权主义#O学者杨帆的女权论,,,,"女权,女权主义",0,0,0,2022-01-04 21:28,vivo X21屏幕指纹手机,,,,True,0.3958425589504838
4722025615330842,L9eZbmmNk,1750421510,Tiger-Han,“憎恨男人的人滚出去！”#韩国兴起反女权主义浪潮#据《纽约时报》1月4日报道，时下#韩国#的反#女权#主义的情绪正在网上被放大。男性活动人士将所有带有女权主义意味的东西作为攻击目标，并越来越多地将其议程强加于韩国社会和政治。每当韩国女性集会反对性暴力和性别歧视时，就会遇到年轻男子的辱骂“憎恨男人的人滚出去”，“女权主义是精神病”。这些男性活动人士曾迫使大学取消有关女性的讲座，还诋毁曾在东京奥运会赢得三枚金牌的女运动员留短发。“憎恨男人的人滚出去！”韩国兴起反女权主义浪潮报道认为，韩国正在应对一种新的、由愤怒的年轻男性实施的政治正确，这些男性对任何他们认为破坏机会的力量愤愤不平，女权主义者在他们眼里是“头号敌人”。一名反女权主义组织的负责人说，“我们不恨女性，不反对提高她们的权利，但女权主义者是社会恶魔”。在外界看来，韩国对女权主义的强烈反对看起来令人困惑，毕竟，韩国在国家层次的立法者只有五分之一是女性，女性在上市公司董事会成员中仅占5.2%，美国的这一比例为28%。但韩国不少年轻男性认为，有威胁、被边缘化的是韩国男性。2021年5月的一项调查显示，韩国20多岁的男性中，有近79%的人称自己是严重性别歧视的受害者。据韩国国家人权委员会的数据显示，“女性”和“女权主义者”是韩国网络仇恨言论最常见的两个目标。对于这些现象，一名曾谴责反对女权主义者抗议活动的26岁韩国女护士说，“男性占主导地位的网络社区存在一种憎恨女性文化，这种文化将女权主义者描绘成激进的仇男者，传播对女权主义的恐惧。”而女性权利倡导者担心的是，反女权运动的兴起可能会阻碍韩国扩大女性权利的努力，甚至逆转已经取得的来之不易的进展。,,,,"韩国兴起反女权主义浪潮,韩国,女权",0,1,3,2022-01-04 21:15,微博 weibo.com,['https://wx4.sinaimg.cn/large/68555006ly1gy1y9cg4w0j20i20a6go0.jpg'],,,True,1.0
4721966118340232,L9drdyZFS,5816009469,谁都不爱插兜怪,女性体内的生命力应如此自然而蓬勃#30天画作女权挑战##女性主义##女权#,,,,"30天画作女权挑战,女性主义,女权",9,6,58,2022-01-04 17:18,微博轻享版,['https://wx2.sinaimg.cn/large/006lBnKlgy1gy1rfh54zzj31ww2pgqv5.jpg'],,,True,0.8878870190080825
4721573821417062,L93eu5WDQ,5290548387,失忆的梨子,在整个童年时代，小女孩受到侮辱，感到残缺不全，但是，她认为自己是一个自主的人，在她和父母、朋友的关系中，在她的学习和游戏中，她发现自己像超越性一样面对现在，她不断遐想她未来的被动性。一到青春期，未来不仅接近了，它居于她的身体内，而且变成最具体的现实。它保留一贯的，命中注定的特点，当少年主动地走向成人年龄时，少女却窥视着这个不可预测的新时期的开始，这个时期的情节已经编织好了，时间把她带到那里去。她已经脱离童年的过去，现在只对她显现为一个过渡；她在其中发现不了任何有价值的结果，而仅仅发现消遣。她的青春不知不觉地在等待中消耗。她等待着男人。诚然，少年也梦想着女人，他渴望她，但她只是他生活的一个部分，她并不概括他的命运；从童年起，小女孩不论是想作为一个女人自我实现，还是想克服女性的局限，要想完成和逃避这一点，都有赖于男性；他有珀尔修斯和圣乔治[插图]神采奕奕的面孔；他是解放者；他也有钱有势，掌握幸福的钥匙，是“白马王子”。她有预感，在他的爱抚下，自己被生活的洪流席卷而去，就像憩息在母亲的怀抱里；她顺从他温柔的权威，重新感到像在父亲怀抱中一样安全，拥抱和注视的魔力重新把她变为偶像。她总是深信男性的优势，这种男性的威望不是幼稚的幻觉；它有社会经济基础；男人确实是世界的主人；一切都使少女确信，让自己成为男人的仆从是符合自己利益的；她的父母促使她这样做；父亲以女儿取得成功而自豪，母亲从中看到前途似锦；同学们羡慕和赞赏她们当中获得男人最高敬意的人；在美国的大学里，女生的地位是由她积累的“约会”次数来衡量的。结婚不仅是可敬的职业，不像其他许多职业那样累人，唯有结婚才能使女人达到完整的社会尊严，作为情人和母亲在性的方面自我实现。她周围的人正是从这个角度考虑她的前途，她自己也正是这样考虑的。人们一致同意，征服一个丈夫—或者在某些情况下征服一个保护者—对她来说是最重要的事。在她看来，他者体现在男人身上，正如对男人而言，他者体现在她身上一样，但是，她觉得，这个他者是以本质方式出现的，而她面对他，则自认为是非本质的。她从娘家和母亲的控制中摆脱出来，不是通过主动的征服，而是通过在一个新主人的手里重新变得被动和驯服，为自己开创未来的。人们经常认为，如果她忍受这种放弃，是因为在肉体上和精神上，她变得低于男孩，无法与他们匹敌，她放弃徒劳的竞争，把如何保障她的幸福交给更高阶层的一员来操心。事实上，她的屈辱并非来自既定的低下，相反，是这种屈辱造成了她的所有缺陷；它的根源在于青春少女的过去，在于她周围的社会，正在于给她提供的未来。#书摘##女权#,,,,"书摘,女权",0,0,0,2022-01-03 15:19,新版微博 weibo.com,,,,True,1.0
4721568796640942,L936nrRBY,5290548387,失忆的梨子,年轻男人承认他的性欲倾向，因为他愉快地承受他的男性特征；在他身上，性欲望是攻击性的，攫取的；他在其中看到对自己的主体性和超越性的肯定；他在同学们那里炫耀；他的性器官对他来说仍然是一种他引以为自豪的骚动；把他投向女性的冲动与把他投向世界的冲动是同一性质的，因此他从中认出自己。相反，女孩的性生活始终是在暗地里的；当她的性欲改变了，侵入到全身时，它的神秘就变得令人不安，她忍受骚动，像忍受可耻的疾病一样；骚动不是积极的，这是一种状态，甚至在想象中她也不能通过任何自主的决定，摆脱这种状态；她不梦想占有、揉捏、侵入，她在等待和召唤；她感到自己是附属性的；她在异化的肉体中感到危险。#书摘##女权#,,,,"书摘,女权",0,0,0,2022-01-03 14:59,新版微博 weibo.com,,,,True,1.0
4721543810386689,L92s51CAV,5290548387,失忆的梨子,“由于母亲往往丧失她的威望，反抗就变得格外强烈。她显得像在等待、忍受、抱怨、哭闹、大发雷霆，在日常现实中，这个不令人喜欢的角色不会导致任何特殊荣誉；作为受害者，她受到蔑视，作为泼妇，她令人厌恶；她的命运显得像乏味的重复的典范，通过她，生活不断地重复，却到不了任何地方；她被确定在家庭主妇的角色中，中止了生存的扩展，她是障碍和否定。她的女儿希望不要像她。她崇拜那些摆脱了女性身份奴役的女人：女演员、女作家、女教授；她满怀激情地投身于运动、学习，她爬树，撕破衣服，想同男孩子一试高下。”#书摘##女权##性别平等#,,,,"书摘,女权,性别平等",0,0,0,2022-01-03 13:20,新版微博 weibo.com,,,,True,0.9999999999998899
4721525531345701,L91YB5E4R,7716216622,锦江老师的真爱粉,持续更新中……知乎原文已被删除。#女权#,,,,女权,1,1,7,2022-01-03 12:07,iQOO 8 Pro 赛道传奇,['https://wx4.sinaimg.cn/large/008qcsqOly1gy0ctc5v4xj31407bye81.jpg'],,,True,0.04061173005213503
