id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,has_scored,sentiment_score
4835083653748121,MeIGxfJ3z,7769178534,读女性主义写男性主义,#为什么为男性发声这么难##驰名双标#今天学到了两个字：而已！男性寿命短就是命运的馈赠，自己活该！女性每个月流血就是世界苦难，社会补偿！男性寿命短，女性有更多退休补助，男性应该继续短寿，实施年龄羞辱活该。女性来月经，所以卫生巾应该到处售卖，或者免费，停止月经羞辱。男性短寿而且容易发病，女拳骂男性更应该短寿，自己活该得病，Y染色体劣质活该，男性就该死，而已！女性少数病容易得，女拳骂是社会厌女，研究女性少，不照顾女性！#极端女权##女拳的本质是双标##女权就是性别恐怖主义##女权即女拳#反男权#男权主义者##女权##拥有特权的人是看不见特权的#今日厌女热搜#男权##男性主义#孙笑川吧,,,,"为什么为男性发声这么难,驰名双标,极端女权,女拳的本质是双标,女权就是性别恐怖主义,女权即女拳,男权主义者,女权,拥有特权的人是看不见特权的,男权,男性主义",7,3,15,2022-11-12 20:47,够快才畅快vivo X6,"['https://wx1.sinaimg.cn/large/008tMGfcly1h82msp4bjwj30f01ltwmx.jpg', 'https://wx3.sinaimg.cn/large/008tMGfcly1h82msqjq05j30u01hch24.jpg', 'https://wx4.sinaimg.cn/large/008tMGfcly1h82msrxug7j30u037qx6p.jpg']",,,True,0.9999992130413886
4833614967081990,Me6tGtIlE,2615195572,fightagainstsexism,玩具背后的性别歧视从我们出生起，周身的一切事物似乎都被划分成了两类:女孩的和男孩的。划定给女孩的圈子，总和甜美、温柔、善良等词语挂钩。而社会却向着相反的方向鼓励着、培养着男孩:勇敢、霸道、有攻击性。连玩具店里的玩具，都被泾渭分明地以性别分成了两大类。玩具车、各种玩具武器、科学玩具、历史玩具被放在一起，成了所谓的“男孩玩具”；而女孩的一侧，只有各种芭比娃娃、魔仙棒、玩具梳子、玩具厨具。仿佛不可逾越的沟壑一般，男女在社会中的角色，就这么被荒唐地分割了。社会对两性不同的要求与期待，从孩童时期，我们就被灌输着。这是把异性排挤出圈子、毁灭孩子潜能的性别歧视。南权泛滥下的每一个人，都是各自性别牢笼里的囚徒。#不易被察觉的性别歧视##男权#,,,,"不易被察觉的性别歧视,男权",0,2,1,2022-11-08 19:31,vivo 全新水滴屏手机,"['https://wx3.sinaimg.cn/large/9be0b7b4gy1h7xy4ct51sj20u01hcwqp.jpg', 'https://wx1.sinaimg.cn/large/9be0b7b4gy1h7xy4dn7s3j20u01hcalo.jpg', 'https://wx3.sinaimg.cn/large/9be0b7b4gy1h7xy4ebeo7j21hc0u0qgx.jpg', 'https://wx1.sinaimg.cn/large/9be0b7b4gy1h7xy4f3ltpj20u01hctmj.jpg', 'https://wx4.sinaimg.cn/large/9be0b7b4gy1h7xy4fnddjj21hc0u0qdt.jpg']",,,True,1.0
4832538844201527,MdEu0hD0z,7769178534,读女性主义写男性主义,#男性主义##男权##宫本主义##宫本家##宫本自由#某个宫本家先锋声称：无论是谁，谁也没资格PUA你。不要管别人，这是你的自由。但是宫本家自己就在PUA所有人，让女权垄断宫本，危害男性。所谓的自由主义不过是宫本家毁灭人性的一个借口，难道人可以无所不为吗？宫本自由的女权吹嘘女性应该追求自由选择的人生，让女性自由选择婴儿是否拥有父亲，一边说消除对女性的压迫，把女性去责任化，实质就是建立宫本主义剥削制度。自由主义往往没有对人的约束，真相就是随意妄为，合理化宫本主义压迫。图片是女权暴行言论。,,,,"男性主义,男权,宫本主义,宫本家,宫本自由",0,0,1,2022-11-05 20:15,vivo X80,"['https://wx1.sinaimg.cn/large/008tMGfcly1h7uiiy88uuj30ku0wtwha.jpg', 'https://wx4.sinaimg.cn/large/008tMGfcly1h7uiiypl0lj30o01lqqfr.jpg', 'https://wx2.sinaimg.cn/large/008tMGfcly1h7uiiz4nocj30f809ldgi.jpg', 'https://wx3.sinaimg.cn/large/008tMGfcly1h7uiizkgdcj30u017cdp0.jpg', 'https://wx3.sinaimg.cn/large/008tMGfcly1h7uij55dg5j30u016rkb8.jpg', 'https://wx1.sinaimg.cn/large/008tMGfcly1h7uij00wrsj30u018j141.jpg', 'https://wx2.sinaimg.cn/large/008tMGfcly1h7uij0f1ogj30ht05u0t0.jpg', 'https://wx3.sinaimg.cn/large/008tMGfcly1h7uij0nmwtj30ht0frt9o.jpg', 'https://wx3.sinaimg.cn/large/008tMGfcly1h7uij11l0ij30ht0ccdgp.jpg']",,,True,1.0
4832166104012566,MduMOgPQO,7769178534,读女性主义写男性主义,#男权##女权##男性主义##女性主义#前段日子负面消息很多，总的来说，不应该长期陷入只发负面信息的情景。现在，我也要发一些正面的信息，宣扬真善美。过去三年，陆续一些刊物也出现了女权无度言论，当时我也没管。但是，事情没有这么简单。那为什么开这个号，就因为，现实世界真的出现了身边老同学，一同奋斗过的人，结果变成了翻脸不认人的女权。这对我打击很大，所以开了这个号。来到这里，唯一的目的就是让男女和谐。有时候激进的言论有些片面，但是WB女权实在太恶劣了，不用此法，如何震慑这些极端分子？我用词一直保持谨慎，我打击的只有女权，从来没有说过打击女性！女权随意侮辱男性全体，甚至实施宫本主义控制男性，3年不停止，我们怎么能继续忍受？我的原则是，面对残暴的敌人坚决不手软，面对好人坚决维护，从来不株连无辜！我希望有一天，WB不要再有仇恨，也希望审核不要偏见，带着和谐的眼镜。最后强调，我唯一的目的就是让男女和谐！反对仇恨！,,,,"男权,女权,男性主义,女性主义",0,0,4,2022-11-04 19:33,vivo X80,"['https://wx4.sinaimg.cn/large/008tMGfcly1h7tbfokor5j30ix09mq56.jpg', 'https://wx1.sinaimg.cn/large/008tMGfcly1h7tbfouk0wj30u004a3zw.jpg', 'https://wx3.sinaimg.cn/large/008tMGfcly1h7tbfp5adyj30ku0wtwha.jpg']",,,True,0.9999999999998412
4831497318568694,Mddo7zX6K,7769178534,读女性主义写男性主义,#男权##女权##男性主义##女性主义##宫本主义#女权是反人类的表现，心中无父无母，无男无女，无视伦理道德。可是女权打着“追求自己的自由”“反传统道德”“不受任何传统影响”“不会管当下伦理道德指指画画”“不会受到偏见影响”“不会管社会当下如何”“不会按照传统规矩”……这些蛊惑人心的句子为宫本扫清了道德底线矫正，自由解放到可以彻底随意妄为，造成女权可以无阻挡的进行危害社会。资本家宫本家控制下的乌合之众，扫清了伦理道德限制，物化一切，造成资本家控制资本，宫本家人口，进而控制更多人。,,,,"男权,女权,男性主义,女性主义,宫本主义",0,0,4,2022-11-02 23:16,vivo X80,,,,True,1.0
4831484907882148,Mdd46x4vq,7633713783,成年凯胜,#男权#,,,,男权,0,0,0,2022-11-02 22:27,HarmonyOS设备,['https://wx3.sinaimg.cn/large/008kChFRly1h7r5hlhkedj30u01vgk0g.jpg'],,,True,0.0826192640951886
4831104899748212,Md3bbETXe,7769178534,读女性主义写男性主义,#男权##女权#我琢磨过去的男权和现在的女权有啥不同，现在总结女权为何比男权还极端：1.精致利己主义和驰名双标。个人利益至上，而不是集体利益至上，女性个人幸福，女性自由选择，一切优先于社会利益。只要不符合条件就是传统腐朽，或者社会厌女，或者男权压迫，然后打拳，如P1P2所示，甚至出现网爆团团的事件#极端女权已成网络毒瘤#你看看这个流量就行了。男权的糟粕发到网上，所有人都骂，知道它坏不可取，不能学习，引以为戒，歧视妇女是错误。女权发到网上，好坏无所谓，反正是男性的错，而且积极学习打拳技巧，杀男人是正义。“我幸福就好，管社会什么事，女性就应该做自己。”——女权名言2.素质极差而且撕破脸不承认，认为战争就是正义，谩骂才能获得权利，如图P3-P6所示，贴吧和微博对比，看看到底谁差。3.负面正面化和驰名双标。明明无耻，还光明正大自以为是，张雨绮家暴事件，女权则会赞美暴力。比如不忠，男性出轨又是被口诛笔伐。某个脑瘫女诗人不忠，女权赞美她追求美好。能美化的就美化，实在不能美化的就合理化。男性愚蠢，女权认为活该，跳车事件，怪男司机，底线也是一样。剧本写渣男，她们骂男性，写渣女，骂男性丑化女性。4.性别眼镜和驰名双标。英国女性自发在社交媒体上悼念莎拉，表达对性别暴力的愤怒，并走上街头，希望更多人能够重视女性在公共空间的安全问题，马上有男性说出，为何是全体男性？徐州某次受害者是女性，且涉及到问题为监禁，强制生育，家暴，受过正常教育的人都会说，这是性质恶劣的犯罪案件，我们都是人民，都应该对抗坏人，没有人会为加害者辩护，但不知为何一些声音将矛头直指全体男性，声称这是“男性对女性的压迫”。可这分明就是一桩极端案件，在现代中国发生的情况更是普遍，如何以此特殊性去概括普遍性呢？再说要是男性受害，她们还来吗？总结就是，当受害者是女性，所有女性都是受害者，整个世界都是男权压迫，当受害者是男性，世界没有受害者，男权活该。当加害者是男性，所有男性都是加害者，当加害者是女性，她自己是加害者，同时也是受害者。5.女权和个人阶级学历无关。高学历素质也不一定高，也不一定有家国责任，反而成为宫本主义宫本家，把责任都称作糟粕“不要带着传统的眼光看问题，传统对我们无用。”,,,,"男权,女权,极端女权已成网络毒瘤",0,1,5,2022-11-01 21:17,vivo X80,"['https://wx1.sinaimg.cn/large/008tMGfcly1h7pwwc5pzwj30u01knh3t.jpg', 'https://wx4.sinaimg.cn/large/008tMGfcly1h7pwwczofij30qo05kgmm.jpg', 'https://wx4.sinaimg.cn/large/008tMGfcly1h7px55pb5aj30hp0sljwf.jpg', 'https://wx4.sinaimg.cn/large/008tMGfcly1h7pwwdgpxij30u01uo4d0.jpg', 'https://wx1.sinaimg.cn/large/008tMGfcly1h7pwwdvzu1j30u01uo0zy.jpg', 'https://wx4.sinaimg.cn/large/008tMGfcly1h7pwwefazyj30u01uowpi.jpg', 'https://wx4.sinaimg.cn/large/008tMGfcly1h7px8kz8vcj30u0081dhq.jpg', 'https://wx1.sinaimg.cn/large/008tMGfcly1h7pwwcocv2j30u00c9tc1.jpg', 'https://wx1.sinaimg.cn/large/008tMGfcly1h7px8r0w2nj30bt0b6jtc.jpg']",,,True,1.0
4831074155497915,Md2nBn4g3,7769178534,读女性主义写男性主义,#男权##女权#女权一个特征是个人利益（个人幸福，自由）优先于社会利益。“我幸福就好，管社会什么事，女性就应该做自己。”——女权,,,,"男权,女权",0,0,3,2022-11-01 19:14,vivo X80,"['https://wx1.sinaimg.cn/large/008tMGfcly1h7pu8guzr8j30u00h8amp.jpg', 'https://wx3.sinaimg.cn/large/008tMGfcly1h7pu8h6kwmj30u01uozog.jpg', 'https://wx2.sinaimg.cn/large/008tMGfcly1h7pu9u4e3yj30qo05kgmm.jpg']",,,True,0.9999910114011581
4831067477904085,Md2cPxadf,7769178534,读女性主义写男性主义,#男权##女权##男性主义##女性主义#自己为自己发声为什么还理直气壮，哪个精致利己女权会自己迫害自己。girlshelpgirls.这句话很好理解，自私自利就可。或许我可以说：girlshelpgirls.boyshelppeople.不过我更希望en........peoplehelppeople.,,,,"男权,女权,男性主义,女性主义",0,0,2,2022-11-01 18:48,vivo X80,,,,True,0.9057467084120446
4831066873925161,Md2bRgt73,7769178534,读女性主义写男性主义,#男权##女权#女性对男性苛刻的规训和物化，是女权主义为了获得话语权特别加以强调，关系自己的权利，就女性为女性发声，girlshelpgirls。,,,,"男权,女权",0,0,1,2022-11-01 18:46,vivo X80,,,,True,0.7313991808784474
4831066449513333,Md2baDUQR,7769178534,读女性主义写男性主义,#男权##女权#中国古代女性虽然处于从属地位，但说男性是得利者，这是女权的观点，不是事实。作为同一阶层的男女，总体上没达到这个程度，有些妖魔化古代男性，顺便丑化现代男性。看看历史记载不难明了，宫斗不过只是上层阶级竞争，大部分男女根本无权利，同样是被压迫者。大清早亡了，现代女性好多自己就给自己定位成女王。这才是自我物化！,,,,"男权,女权",0,0,0,2022-11-01 18:44,vivo X80,,,,True,0.9999999994899647
4831064428904815,Md27UBmy3,7769178534,读女性主义写男性主义,#女权##男权#女权战争年代不敢上战场打拳，和平年代谁都打不过，wb战场打拳第一，无人敢敌。,,,,"女权,男权",0,0,1,2022-11-01 18:36,vivo X80,"['https://wx1.sinaimg.cn/large/008tMGfcly1h7pt5a97o9j30u00ixtao.jpg', 'https://wx1.sinaimg.cn/large/008tMGfcly1h7pt51vp4xj30u006iacr.jpg', 'https://wx3.sinaimg.cn/large/008tMGfcly1h7pt525eg7j30u00d8qav.jpg', 'https://wx3.sinaimg.cn/large/008tMGfcly1h7pt52egavj30u00mbqel.jpg', 'https://wx2.sinaimg.cn/large/008tMGfcly1h7pt52stmnj30u004ijt6.jpg', 'https://wx3.sinaimg.cn/large/008tMGfcly1h7pt532uwhj30u00yltrc.jpg']",,,True,0.5189144100445794
4831028026540513,Md1bcrru9,7769178534,读女性主义写男性主义,#女权##男权#超话，你们的平等。,,,,"女权,男权",0,0,1,2022-11-01 16:11,vivo X80,"['https://wx2.sinaimg.cn/large/008tMGfcly1h7poveo9q3j30u01uoq4b.jpg', 'https://wx4.sinaimg.cn/large/008tMGfcly1h7povf2hy9j30u01uon49.jpg', 'https://wx1.sinaimg.cn/large/008tMGfcly1h7pp0kt3u3j30u01uoqd1.jpg']",,,True,0.15074399436429808
4830611599265421,McQlxCSmh,7769178534,读女性主义写男性主义,#女权##男权#冷知识：多吃雄性激素可以促进筋肉发展。拳师多吃，打拳有劲，万一挂了，我天天怼谁？,,,,"女权,男权",0,0,0,2022-10-31 12:36,够快才畅快vivo X6,['https://wx3.sinaimg.cn/large/008tMGfcly1h7od6vphtzj30nr16d16v.jpg'],,,True,0.7240278183434331
4830262044922733,McHfKkECV,7769178534,读女性主义写男性主义,#男权##女权##二次元男凝bot#不想改变自己，那你就想办法让男性把眼睛蒙上，你以为男性喜欢看女权长啥样？隔着屏幕就知道对方的嘴脸了。,,,,"男权,女权,二次元男凝bot",0,1,1,2022-10-30 13:27,够快才畅快vivo X6,,,,True,0.030369630272231274
4830027168352617,McB8Uz2TD,7777495826,喵呜啊呜009,#南京理工大学偷外卖##南京理工大学#女生饿一顿怎么了，男生要打球的，偷了人家外卖人家还有力气打球吗？#男权#,,,,"南京理工大学偷外卖,南京理工大学,男权",0,0,0,2022-10-29 21:54,荣耀Play5活力版 5G,['https://wx4.sinaimg.cn/large/008ulzX4gy1h7mi295ccdj30hs0hs3yv.jpg'],,,True,0.07474126843695728
4829991500519457,McAdo2b8l,7025252672,玖潇煜,"#男权##原耽广播剧下架##我就是我,我是lgbt平权支持者##男权##原耽广播剧下架##我就是我,我是lgbt平权支持者#链接：O关于微博一些事",,,,"男权,原耽广播剧下架,我就是我,我是lgbt平权支持者",0,1,1,2022-10-29 19:32,nova8 我由我掌镜,,,,True,0.1379037482514346
4825621026570742,MaKwerzlI,2883242094,基妹说锤锤不胖,女权主义与平等因滞销而跳脚，因无人理会而发疯。我可记得，申请信息上面写着【男的申请。点击就全家si光光】这东西，依旧不管父母，只想进去女人所在的超话，说真的，#女权##男权#真的天差地别,,,,"女权,男权",0,8,37,2022-10-17 18:06,女权主义与平等超话,['https://wx2.sinaimg.cn/large/abdac86egy1h78g14kf56j20to13kq49.jpg'],,,True,0.00011222462239091069
4824310763749705,MacqUfJt7,7360740664,西冰库的忠诚虫豸,#男权##男权主义者#还记得“西安地铁内保安拖拽女子”事件吗？和这起事件的共同点：不具备执法权力的主体，对一异性施展暴力强制手段，客观上也都造成了侮辱的结果。不同点呢？一个受害者为女，一个受害者为男…一个确实存在行车秩序被妨碍的情形，一个无凭无据被随意翻查搜身+扇耳光…一个阅读量30亿+、讨论量10w+，一个已然无所寻觅…看着那些持续热搜霸榜，阅读量轻松破亿乃至破百亿，把国内舆论界搅动的天翻地覆的新闻下，无数“果然是禁忌”“只会捂我嘴”“没人在乎她们”的评论，我不知道该报以愤怒还是沉默。拳塔一体下，生态位你争或不争都意义不大，顺版本者生，逆版本者死。,,,,"男权,男权主义者",0,0,1,2022-10-14 03:19,HUAWEI Mate 20,"['https://wx4.sinaimg.cn/large/00828UTCgy1h748xkd8koj30u02vfh6m.jpg', 'https://wx4.sinaimg.cn/large/00828UTCgy1h748xkpk2fj30u00n1js3.jpg']",,,True,0.9987067440764067
4820271838004883,M8vmvxAr1,7568868782,粉红红蝴蝶公主_c,“男权社会”所以，亲爱的，你拥有漂亮这块敲门砖了吗。#男权#,,,,男权,0,0,1,2022-10-02 23:50,Note 9 Pro 一亿像素,['https://wx2.sinaimg.cn/large/008gecwKgy1h6rdmnrbijj30u05qx4bl.jpg'],,,True,0.986986463411753
4819848155104085,M8kl9lpNX,1907333707,凿木刻草,稳定了一下情绪，所以记录一下。#厌女##男权##自古以来#国庆节，我以为我能大吃一顿，好不容易从学校出来，结果我爸叫了一堆朋友，还没吃上一口就被喊了下来，因为我要懂事和礼让，夹了半块螃蟹和鸡爪以及一个鸡翅，匆匆下桌，我10岁的侄子安稳坐在凳子上，妈妈笑着招呼客人，顺便关注一下我，说等我弟回来吃烧烤，我拒绝了，我真的觉得烦，我觉得我妈可怜，比我可怜多了，她努力做饭，很好吃的饭，可是她还要站着吃，我不舒服了，我可以我不吃，我妈不行，她要陪着客人，还要打起精神招呼客人，我真的觉得好无望，这样的生活太窒息了。好像是一个漩涡，陷进去的人要么努力挣扎然后越陷越深，要么pua自己说这就是生活的常态，任何一个正常人都无法正常的活在漩涡中。,,,,"男权,自古以来",0,0,0,2022-10-01 19:46,Redmi K30 5G先锋,,,,True,0.9997683283133652
4817385996946911,M7ihVt9cX,7110676783,大爷二库茶籽,为什么现今中国性别对立矛盾不断激化，愈演愈烈？#男权##女权#,,,,"男权,女权",0,0,1,2022-09-25 00:43,OPPO Reno7 5G,,,,True,0.994609095916034
