id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,has_scored,sentiment_score
4.82565E+15,MaL9x7Azl,7793603701,Chenaiming1995,8.48bNj:/复制打开抖音，看看【人性博弈的作品】女拳割韭菜最快的刀（中）#女拳#女权#田园女权#两...O网页链接,,,," 女拳, 田园女权",0,0,0,2022/10/17 19:43,iPhone客户端,,,,TRUE,0.611389249
4.82375E+15,M9XUrr6rw,1678125481,壮怼怼灬,女子怀疑被偷拍强抢其手机？还有王法吗？？？#女权##田园女权##极端女权已成网络毒瘤##普信女#L壮怼怼灬的微博视频,,,,"女权,田园女权,极端女权已成网络毒瘤,普信女",0,0,0,2022/10/12 14:21,微博视频号,,"http://f.video.weibocdn.com/o0/5cgDXp7mlx07ZVr8q1bG01041201kxag0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1673019455&ssig=wVts85aEdH&KID=unistore,video",,TRUE,0.318533952
4.81665E+15,M6Z2EBncz,7131027470,JJJJZLinLiKEKE,#极端女权已成网络毒瘤##女权##女权主义##田园女权##擦边#抖音已经给我推荐这种视频了其实男生还好，不咋反感擦边，更多反感的是双标的田园女权。O网页链接,,,,"极端女权已成网络毒瘤,女权,女权主义,田园女权,擦边",0,2,0,2022/9/22 23:43,微博视频号,,,,TRUE,1.84E-05
4.81577E+15,M6CkReuXc,1678125481,壮怼怼灬,我建议彩礼可以推广至全球，嫌弃一场财富自由！#彩礼##田园女权##教姐妹们如何要彩礼#L壮怼怼灬的微博视频,,北京,,"彩礼,田园女权,教姐妹们如何要彩礼",0,4,3,2022/9/20 13:54,微博视频号,,"http://f.video.weibocdn.com/o0/WH1ybh5ulx07ZmjJKFEc010412011x2Z0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1673019455&ssig=ZVHObsG%2BXT&KID=unistore,video",,TRUE,0.999889819
4.81566E+15,M6zlX4tPI,6361212215,大树-之下,#田园女权##伪女权#L大树-之下的微博视频,,,,"田园女权,伪女权",0,0,0,2022/9/20 6:19,微博视频号,,"http://f.video.weibocdn.com/o0/kNFNGqfilx07ZlOrArgk010412004Rgl0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1673019455&ssig=xlWfw8kxBO&KID=unistore,video",,TRUE,0.933936745
4.81201E+15,M52q6rfGM,6450000233,林湖钟19960827,"克林命运#哲学##思想##哲学家##思想家##定律##思考##读书##书摘##文学##书籍##书##理论##论文##学术##学习##想法##人生哲学##哲学语录##思想聚焦##思想者互动##思想者##理论法##逻辑##逻辑思维##多看书摘##语录##经典语录##百阅书摘##生命书摘##微书摘##时间书摘##读书摘录##每日书摘##书摘碎语##读书打卡##读书笔记##微信读书##陪你读书##论文答辩##论文发表##期刊论文##毕业论文##期刊##期刊发表##核心期刊##学术期刊##杂志##学术讲座##学术研究##学术交流##命运##命运石之门##命运规则##命运交响曲##改写命运##规律#科学#科学趣闻##科学实验##科学家##进步##进步思想#进步思想#理论家##学者##哲学人生##哲学与人生##婚恋哲学##一个奖励思想、奖励进步的微博##伟大的变革##文艺复兴#文艺复兴西方哲学史#西方哲学##西方哲学史##罗素##尼采#尼采#荣格##黑格尔##草民哲理##哲理#励志哲理人生#励志哲理人生##人生哲理#哲理#人参哲理御发新主张##哲理人生##读点哲理##哲理故事##哲理语录##生活哲理##生活小哲理##生活的哲理##哲理名言##自然哲理##宣言#宣言#婚姻#婚姻#婚姻感情##女权##极端女权已成网络毒瘤##女权主义##闫妮式女权至上#女权主义与平等#女权不是女性至上,是人权平等##女权和女拳的区别##田园女权#女权主义科学女权主义#主义##光脚自由主义##道德绑架##你有被道德绑架的经历吗##父母说为你好是道德绑架吗##有哪些常见的道德绑架##拒绝道德绑架##命运#命运#命运石之门##命运规则##改写命运##颜值改变命运#姓名与命运#姓名与命运##改写命运##去tm的命运##命运交响曲##道德经#道德经#典籍里的中国道德经#L林湖钟19960827的微博视频",,,,"哲学,思想,哲学家,思想家,定律,思考,读书,书摘,文学,书籍,书,理论,论文,学术,学习,想法,人生哲学,哲学语录,思想聚焦,思想者互动,思想者,理论法,逻辑,逻辑思维,多看书摘,语录,经典语录,百阅书摘,生命书摘,微书摘,时间书摘,读书摘录,每日书摘,书摘碎语,读书打卡,读书笔记,微信读书,陪你读书,论文答辩,论文发表,期刊论文,毕业论文,期刊,期刊发表,核心期刊,学术期刊,杂志,学术讲座,学术研究,学术交流,命运,命运石之门,命运规则,命运交响曲,改写命运,规律,科学趣闻,科学实验,科学家,进步,进步思想,理论家,学者,哲学人生,哲学与人生,婚恋哲学,一个奖励思想、奖励进步的微博,伟大的变革,文艺复兴,西方哲学,西方哲学史,罗素,尼采,荣格,黑格尔,草民哲理,哲理,励志哲理人生,人生哲理,人参哲理 御发新主张,哲理人生,读点哲理,哲理故事,哲理语录,生活哲理,生活小哲理,生活的哲理,哲理名言,自然哲理,宣言,婚姻,婚姻感情,女权,极端女权已成网络毒瘤,女权主义,闫妮式女权至上,女权不是女性至上,是人权平等,女权和女拳的区别,田园女权,主义,光脚自由主义,道德绑架,你有被道德绑架的经历吗,父母说为你好是道德绑架吗,有哪些常见的道德绑架,拒绝道德绑架,颜值改变命运,姓名与命运,去tm的命运,道德经,典籍里的中国道德经",0,0,0,2022/9/10 4:38,iPhone客户端,,"http://f.video.weibocdn.com/u0/IMpVIS0zgx07Z5KCTv7W01041200223v0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1673019455&ssig=63LlasoZpN&KID=unistore,video",,TRUE,1
4.81135E+15,M4LbqgnDw,2847781093,晴空万里WJ,捧杀的受害者#捧杀#毒鸡汤#田园女权##快手#@快手L康哥谈恋爱的快手视频,,,快手,"捧杀 ,田园女权 ,快手",0,0,0,2022/9/8 8:45,微博视频号,,http://www.kuaishou.com/rest/kd/partner/weibo/linkcard/video?p=3xbzyieps2p5kqm&a=3xc2chv2x3ysp7q&f=3xqry4ardis8ns4&kpn=KUAISHOU&subBiz=BROWSE_SLIDE_PHOTO&shareChannel=weibo&shareMethod=card&shareObjectId=5232901377161665621&shareResourceType=PHOTO_OTHER&shareToken=X9nLdpEbbJ1IBmZ,,TRUE,0.177064369
4.8113E+15,M4JWuqllq,6450000233,林湖钟19960827,"克林命运命运#哲学##思想##哲学家##思想家##定律##思考##读书##书摘##文学##书籍##书##理论##论文##学术##学习##想法##人生哲学##哲学语录##思想聚焦##思想者互动##思想者##理论法##逻辑##逻辑思维##多看书摘##语录##经典语录##百阅书摘##生命书摘##微书摘##时间书摘##读书摘录##每日书摘##书摘碎语##读书打卡##读书笔记##微信读书##陪你读书##论文答辩##论文发表##期刊论文##毕业论文##期刊##期刊发表##核心期刊##学术期刊##杂志##学术讲座##学术研究##学术交流##命运##命运石之门##命运规则##命运交响曲##改写命运##规律#科学#科学趣闻##科学实验##科学家##进步##进步思想#进步思想#理论家##学者##哲学人生##哲学与人生##婚恋哲学##一个奖励思想、奖励进步的微博##伟大的变革##文艺复兴#文艺复兴西方哲学史#西方哲学##西方哲学史##罗素##尼采#尼采#荣格##黑格尔##草民哲理##哲理#励志哲理人生#励志哲理人生##人生哲理#哲理#人参哲理御发新主张##哲理人生##读点哲理##哲理故事##哲理语录##生活哲理##生活小哲理##生活的哲理##哲理名言##自然哲理##宣言#宣言#婚姻#婚姻#婚姻感情##女权##极端女权已成网络毒瘤##女权主义##闫妮式女权至上#女权主义与平等#女权不是女性至上,是人权平等##女权和女拳的区别##田园女权#女权主义科学女权主义#主义##光脚自由主义##道德绑架##你有被道德绑架的经历吗##父母说为你好是道德绑架吗##有哪些常见的道德绑架##拒绝道德绑架##命运#命运#命运石之门##命运规则##改写命运##颜值改变命运#姓名与命运#姓名与命运##改写命运##去tm的命运##命运交响曲##道德经#道德经#典籍里的中国道德经#L林湖钟19960827的微博视频",,,,"哲学,思想,哲学家,思想家,定律,思考,读书,书摘,文学,书籍,书,理论,论文,学术,学习,想法,人生哲学,哲学语录,思想聚焦,思想者互动,思想者,理论法,逻辑,逻辑思维,多看书摘,语录,经典语录,百阅书摘,生命书摘,微书摘,时间书摘,读书摘录,每日书摘,书摘碎语,读书打卡,读书笔记,微信读书,陪你读书,论文答辩,论文发表,期刊论文,毕业论文,期刊,期刊发表,核心期刊,学术期刊,杂志,学术讲座,学术研究,学术交流,命运,命运石之门,命运规则,命运交响曲,改写命运,规律,科学趣闻,科学实验,科学家,进步,进步思想,理论家,学者,哲学人生,哲学与人生,婚恋哲学,一个奖励思想、奖励进步的微博,伟大的变革,文艺复兴,西方哲学,西方哲学史,罗素,尼采,荣格,黑格尔,草民哲理,哲理,励志哲理人生,人生哲理,人参哲理 御发新主张,哲理人生,读点哲理,哲理故事,哲理语录,生活哲理,生活小哲理,生活的哲理,哲理名言,自然哲理,宣言,婚姻,婚姻感情,女权,极端女权已成网络毒瘤,女权主义,闫妮式女权至上,女权不是女性至上,是人权平等,女权和女拳的区别,田园女权,主义,光脚自由主义,道德绑架,你有被道德绑架的经历吗,父母说为你好是道德绑架吗,有哪些常见的道德绑架,拒绝道德绑架,颜值改变命运,姓名与命运,去tm的命运,道德经,典籍里的中国道德经",0,0,0,2022/9/8 5:36,命运超话,,"http://f.video.weibocdn.com/u0/Cp4SJcuLgx07Z2CNGGwU0104120022wt0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1673019455&ssig=cyg42D4LXj&KID=unistore,video",,TRUE,1
4.80665E+15,M2N2ZtXwZ,1811349943,GODEO69,田园女权受害者=我#田园女权#,,,,田园女权,0,0,1,2022/8/26 9:49,iPhone,,,,TRUE,0.896881286
4.80402E+15,M1GDpxT24,5201349929,大白泡兔兔糖,#田园女权#讲个搞笑的，今天在小某书某个女孩狠狠的让田园🐶破防了，因为她说了那些攻击已婚妇女攻击孕妇的🐶“没人爱”，好家伙下面的🐶一水儿的什么她们不需要男人爱不需要男人认可祝这位女生一胎八个跟男人锁死的，笑死，这评论看下去到底是谁想男人想得要死真是一目了然呢。句句写着不要男人，句句离不开男人，除了男人的爱，在田园🐶眼里家人朋友的爱都不是爱。好一群🐶🐶。,,,,田园女权,0,0,0,2022/8/19 3:40,小米10S,,,,TRUE,0.999999861
4.80392E+15,M1DWg5oj4,1943188247,年久的车,#田园女权#女权和田园女权是两回事，一个是追求男女平等，一个是追求女权至上，,,,,田园女权,0,0,4,2022/8/18 20:48,vivo S7轻薄自拍旗舰,,,,TRUE,0.986689761
